Bacia Estudo;Data Leitura;Precipitacao;Pressao Atmosferica Estacao;Pressao Atmosferica Max;Pressao Atmosferica Min;Radiacao Global;Temperatura Bulbo;Temperatura Ponto Orvalho;Temperatura Max;Temperatura Min;Temperatura Orvalho Max;Temperatura Orvalho Min;Umidade Max Hora Ant;Umidade Min Hora Ant;Umidade Relativa Ar;Vento Direcao Horaria;Vento Rajada;Vento Velocidade Horaria;Vazao Observada
UHE IBITINGA INVERNADA RECREIO;21/06/2022;0;960.33;960.58;960.14;687.1;20.18;14.21;20.77;19.38;14.67;13.72;76.33;71;73.38;112.46;3.62;1.73;"111.0"
UHE IBITINGA INVERNADA RECREIO;22/06/2022;0;959.42;959.65;959.19;693.63;21.58;12.4;22.35;20.87;13.03;12.07;63.46;57.29;60.08;105.67;5.28;2.58;"110.0"
UHE IBITINGA INVERNADA RECREIO;23/06/2022;0;960.68;960.86;960.44;713.12;20.71;9.85;21.51;19.93;10.55;9.25;58.46;52.04;54.96;66.75;3.53;1.49;"109.0"
UHE IBITINGA INVERNADA RECREIO;24/06/2022;0;961.53;961.73;961.31;698.26;19.07;8.79;20.09;18.17;9.54;7.94;59.92;51.67;55.92;167.33;2.48;0.87;"108.0"
UHE IBITINGA INVERNADA RECREIO;25/06/2022;0;962.13;962.35;961.88;696.74;18.33;9.96;19.26;17.45;10.59;9.05;66.5;58.38;63;148.13;3.21;1.08;"104.0"
UHE IBITINGA INVERNADA RECREIO;26/06/2022;0;962.28;962.56;962.04;706.26;18.21;12.64;18.87;17.58;12.99;12.23;75;70.04;72.58;152.29;6.11;2.4;"104.0"
UHE IBITINGA INVERNADA RECREIO;27/06/2022;0;961.7;961.99;961.49;675.38;17.67;11.95;18.38;16.99;12.28;11.49;74.79;69.13;72.29;174.63;4.45;1.71;"104.0"
UHE IBITINGA INVERNADA RECREIO;28/06/2022;0;960.64;960.82;960.41;688.97;18.81;12.4;19.59;18.01;12.94;11.9;73.92;68.04;70.88;175.96;3.16;1.32;"104.0"
UHE IBITINGA INVERNADA RECREIO;29/06/2022;0;960;960.22;959.82;663.73;19.21;12.31;20.1;18.39;12.78;11.83;70.88;64.17;67.75;198.79;3.92;1.31;"103.0"
UHE IBITINGA INVERNADA RECREIO;30/06/2022;0;960.7;960.87;960.49;727.42;19;10.3;19.78;18.15;11.17;9.81;67.04;60.54;63.13;193.21;3.25;1.15;"103.0"
UHE IBITINGA INVERNADA RECREIO;01/07/2022;0;960.61;960.87;960.42;699.12;17.82;8.59;18.85;16.77;9.07;7.79;63.29;55.33;59.75;144.5;3.02;1.01;"101.0"
UHE IBITINGA INVERNADA RECREIO;02/07/2022;0;961.15;961.28;960.88;695.08;20.63;10.73;21.46;19.69;11.22;10.29;61.08;54.5;57.58;182.63;4.01;1.63;"102.0"
UHE IBITINGA INVERNADA RECREIO;03/07/2022;0;963.97;964.14;963.75;709.43;21.04;11.07;22.11;20.15;11.53;10.53;60.54;53.92;57.29;106.04;3.28;1.14;"102.0"
UHE IBITINGA INVERNADA RECREIO;04/07/2022;0;963.52;963.77;963.35;722.16;20.49;10.23;21.43;19.47;10.88;9.75;60.38;53.38;56.46;127.08;3.01;0.98;"101.0"
UHE IBITINGA INVERNADA RECREIO;05/07/2022;0;962.53;962.73;962.33;732.77;19.2;8.5;20.18;18.15;9.06;7.85;58.92;51.33;54.96;133.88;3.19;0.94;"100.0"
UHE IBITINGA INVERNADA RECREIO;06/07/2022;0;961.3;961.57;961.13;706.25;18.75;8.61;19.74;17.76;9.12;8.04;59.88;53.25;56.58;88.79;3.45;1.41;"100.0"
UHE IBITINGA INVERNADA RECREIO;07/07/2022;0;961.1;961.25;960.87;715.88;20.85;8.43;21.75;19.84;8.93;7.93;53.29;47.33;50.25;131.92;4.13;1.43;"100.0"
UHE IBITINGA INVERNADA RECREIO;08/07/2022;0;963.73;963.89;963.48;641.54;19.85;9.21;21;18.73;9.71;8.65;57.83;50.04;54.17;134.83;3.01;1.03;"100.0"
UHE IBITINGA INVERNADA RECREIO;09/07/2022;0;963.88;964.16;963.65;712.36;19.91;8.96;20.85;19;9.43;8.48;56.38;49.83;53.04;121.83;3.96;1.28;"99.0"
UHE IBITINGA INVERNADA RECREIO;10/07/2022;0;961.71;961.98;961.54;704.53;20.08;9.06;20.89;19.23;9.47;8.59;56.04;50.42;53.25;85.63;4.48;2.11;"99.0"
UHE IBITINGA INVERNADA RECREIO;11/07/2022;0;958.61;958.92;958.4;724.07;20.57;9.42;21.4;19.85;9.71;9.09;54.58;49.75;52.33;108.75;5.43;2.3;"99.0"
UHE IBITINGA INVERNADA RECREIO;12/07/2022;0;958.49;958.68;958.23;518.66;21.78;9.89;22.67;21.06;10.25;9.55;50.88;46.13;48.79;120.21;6.55;3.05;"99.0"
UHE IBITINGA INVERNADA RECREIO;13/07/2022;0;960.64;960.84;960.38;458.02;21.47;13.51;22.35;20.85;13.94;13;64.71;58.25;62.08;145.13;3.59;1.28;"98.0"
UHE IBITINGA INVERNADA RECREIO;14/07/2022;0;960.52;960.79;960.37;697.36;20.34;11.57;21.05;19.52;12.09;11.2;67.29;61.92;64.04;98.5;4.68;1.95;"98.0"
UHE IBITINGA INVERNADA RECREIO;16/07/2022;0;957.49;957.75;957.23;584.36;22.1;10.43;23;21.13;10.81;10.03;53.63;48;50.75;153.46;4.98;2.05;"98.0"
UHE IBITINGA INVERNADA RECREIO;17/07/2022;0;959.93;960.12;959.59;698.5;23.79;11.32;24.51;22.84;11.65;10.9;51.42;45.54;48.13;176.88;4.51;1.63;"98.0"
UHE IBITINGA INVERNADA RECREIO;18/07/2022;0;962.6;962.81;962.3;666.55;22.56;13.56;23.47;21.68;13.94;12.96;64.13;57;60.83;180.83;3.44;1.16;"98.0"
UHE IBITINGA INVERNADA RECREIO;19/07/2022;0;963.87;964.13;963.64;679.27;21.5;13.12;22.48;20.65;13.68;12.68;66.71;60.29;63.46;162.42;4.35;1.39;"98.0"
UHE IBITINGA INVERNADA RECREIO;20/07/2022;0;961.9;962.15;961.71;716.96;21.66;12.83;22.46;20.78;13.24;12.3;64.79;58.17;61.38;146.71;4.31;1.38;"97.0"
UHE IBITINGA INVERNADA RECREIO;21/07/2022;0;960.74;960.98;960.52;711.43;21.11;11.43;21.93;20.29;11.93;11.1;62.42;56.88;59.25;108.79;3.95;1.33;"97.0"
UHE IBITINGA INVERNADA RECREIO;22/07/2022;0;960.4;960.61;960.19;742.15;21.01;9.01;21.99;20.04;9.63;8.48;55.63;48.79;52.17;105.79;3.38;1.03;"97.0"
UHE IBITINGA INVERNADA RECREIO;23/07/2022;0;960.25;960.45;960.03;735.41;20.81;8.08;21.9;19.75;8.54;7.55;52.25;44.75;48.33;115.46;3.19;1.17;"97.0"
UHE IBITINGA INVERNADA RECREIO;24/07/2022;0;960.78;960.99;960.51;737.41;20.77;8.55;21.97;19.8;9.08;8.08;53.21;45.92;49.75;146.29;3.39;1.09;"96.0"
UHE IBITINGA INVERNADA RECREIO;25/07/2022;0;961.59;961.83;961.33;734.37;20.85;9.24;21.75;19.96;9.81;8.87;54.58;48.67;51.42;143.42;3.06;0.78;"96.0"
UHE IBITINGA INVERNADA RECREIO;26/07/2022;0;961.73;961.97;961.48;734.29;20.95;9.69;22.01;19.95;10.4;9.17;58.04;49.25;53.54;142.58;2.78;0.88;"94.0"
UHE IBITINGA INVERNADA RECREIO;27/07/2022;0;961.26;961.52;961.1;734.07;20.82;10.53;21.72;19.77;11.24;10.02;61.54;54.92;57.79;154.54;3.15;1.18;"96.0"
UHE IBITINGA INVERNADA RECREIO;28/07/2022;0;957.87;958.18;957.7;725;21.38;9.15;22.43;20.39;9.66;8.74;53.5;47.17;50.33;210.46;4.31;1.53;"96.0"
UHE IBITINGA INVERNADA RECREIO;29/07/2022;0;956.05;956.25;955.8;514.82;20.44;9.47;21.46;19.57;9.78;9.05;53.79;47.63;51.25;167.21;4.27;1.49;"95.0"
UHE IBITINGA INVERNADA RECREIO;30/07/2022;0;959.02;959.17;958.73;798.58;17.8;8.05;18.85;17.02;8.8;7.6;61.5;54.79;57.96;179.25;3.83;1.27;"96.0"
UHE IBITINGA INVERNADA RECREIO;31/07/2022;0;960.56;960.79;960.35;767.76;17.13;7.01;18.01;16.2;7.4;6.45;59.63;53.08;56.46;166.5;3.14;1.09;"95.0"
UHE IBITINGA INVERNADA RECREIO;01/08/2022;0;959.69;959.92;959.53;659.94;20.85;7.9;21.7;19.78;8.54;7.44;53.5;46.79;49.54;156.79;3.66;1.19;"93.0"
UHE IBITINGA INVERNADA RECREIO;02/08/2022;0;959.4;959.6;959.15;731.28;22.26;7.35;23.48;21.34;8.03;6.77;45.58;38.63;42.33;149.54;3.39;1.13;"93.0"
UHE IBITINGA INVERNADA RECREIO;03/08/2022;0;958.92;959.15;958.77;730.29;22.43;8.06;23.53;21.37;8.46;7.43;46.33;40.04;43.29;130.29;3.46;1.13;"93.0"
UHE IBITINGA INVERNADA RECREIO;04/08/2022;0;956.9;957.19;956.68;693.72;23.33;8.77;24.34;22.37;9.27;8.33;46.5;40.38;43.29;206.42;4.75;1.77;"92.0"
UHE IBITINGA INVERNADA RECREIO;05/08/2022;0;956.08;956.31;955.83;721.4;24.08;10.04;24.96;23.09;10.52;9.5;47.46;41.04;44.13;166.08;4.76;1.81;"94.0"
UHE IBITINGA INVERNADA RECREIO;06/08/2022;0;957.55;957.8;957.27;686.78;21.91;13.23;22.89;21.1;13.55;12.77;64.21;57.75;61.38;161.83;4.88;1.92;"94.0"
UHE IBITINGA INVERNADA RECREIO;07/08/2022;0;956.91;957.18;956.58;433.42;19.73;13.21;20.43;19.21;13.53;12.88;70.04;64.88;67.83;161.71;5.01;1.98;"94.0"
UHE IBITINGA INVERNADA RECREIO;08/08/2022;3.8;959.45;959.77;958.98;318.28;19.38;15.24;19.85;18.97;15.53;14.83;79.92;75;77.88;116.25;4.24;1.54;"94.0"
UHE IBITINGA INVERNADA RECREIO;09/08/2022;3.2;960.49;960.87;960.17;265.25;18.83;17;19.19;18.6;17.34;16.74;90.75;87.38;89.25;190.96;2.85;0.93;"97.0"
UHE IBITINGA INVERNADA RECREIO;10/08/2022;14.6;960.58;960.81;960.04;687.58;15.16;10.25;15.84;14.82;11.15;9.98;78.17;72.88;74.96;287.08;8.5;3.18;"106.0"
UHE IBITINGA INVERNADA RECREIO;11/08/2022;0;963.13;963.39;962.79;865.57;13.95;8.16;14.6;13.19;8.52;7.68;73.54;67.92;70.92;169.38;6.1;2.4;"109.0"
UHE IBITINGA INVERNADA RECREIO;12/08/2022;0;963.63;963.88;963.45;874.54;16.4;8.37;17.22;15.5;8.99;7.91;69.54;63.75;66.17;135.83;4.81;1.88;"107.0"
UHE IBITINGA INVERNADA RECREIO;13/08/2022;0;962.63;962.89;962.4;858.35;19.2;7.74;20.13;18.11;8.41;7.2;58.17;50.63;53.92;138.08;3.89;1.35;"100.0"
UHE IBITINGA INVERNADA RECREIO;14/08/2022;0;960.88;961.18;960.71;846.65;21.47;8.61;22.68;20.39;9.23;7.96;52.83;45.38;49.13;112.79;4;1.5;"99.0"
UHE IBITINGA INVERNADA RECREIO;15/08/2022;0;957.59;957.93;957.4;850.44;23.25;8.4;24.07;22.28;8.93;8.04;44.67;39.79;41.92;94.08;6.17;2.8;"98.0"
UHE IBITINGA INVERNADA RECREIO;16/08/2022;0;955.53;955.83;955.24;722.55;24.8;8.64;25.75;23.89;9.03;8.02;40.46;35.33;38.08;155.79;7.44;3.28;"97.0"
UHE IBITINGA INVERNADA RECREIO;17/08/2022;0;957.32;957.56;957;152.61;19.78;14.28;20.23;19.61;14.46;14.08;71.75;68.46;70.79;173.96;4.49;1.47;"95.0"
UHE IBITINGA INVERNADA RECREIO;18/08/2022;0;955.54;955.82;955.07;434.47;20.15;12.96;21.11;19.39;13.45;12.54;69.63;62.75;66.42;146.71;7.75;3.47;"96.0"
UHE IBITINGA INVERNADA RECREIO;19/08/2022;0.4;964.91;965.14;964.41;436.17;15.78;11.55;16.36;15.45;12.08;11.41;79.29;75.46;77.17;182.5;6.62;2.54;"96.0"
UHE IBITINGA INVERNADA RECREIO;20/08/2022;0;966.43;966.67;966.21;558.07;14.58;7.27;15.12;13.95;7.5;6.91;64.75;61.21;63.04;147.67;9.88;4.18;"93.0"
UHE IBITINGA INVERNADA RECREIO;21/08/2022;3.6;965.88;966.14;965.6;635.67;16.57;11.36;17.21;15.98;11.84;10.94;76.33;70.5;73.54;166.54;6.04;2.39;"95.0"
UHE IBITINGA INVERNADA RECREIO;22/08/2022;0;963.94;964.23;963.77;860.37;19.23;11.26;19.95;18.5;11.64;10.91;65.92;60.46;63.08;166;5.05;1.91;"95.0"
UHE IBITINGA INVERNADA RECREIO;23/08/2022;0;963.65;963.91;963.4;883.45;19.31;9.86;20.1;18.43;10.36;9.41;63.04;57.21;59.88;169.58;5.16;2.08;"94.0"
UHE IBITINGA INVERNADA RECREIO;24/08/2022;0;963.03;963.33;962.78;787.53;20.39;10.51;21.28;19.45;11.13;9.95;62.79;56.21;59.29;148.13;4.8;1.72;"94.0"
UHE IBITINGA INVERNADA RECREIO;25/08/2022;0;961.73;961.95;961.5;740.22;21.68;9.77;22.7;20.86;10.54;9.03;57.38;49.67;53.63;154.58;3.39;1.08;"94.0"
UHE IBITINGA INVERNADA RECREIO;26/08/2022;0;961.16;961.45;960.98;695.96;23.41;8.01;24.34;22.46;9;7.35;45.25;38.71;41.63;141.13;3.39;1.11;"93.0"
UHE IBITINGA INVERNADA RECREIO;27/08/2022;0;959.1;959.38;958.88;877.97;23.61;6.99;24.53;22.56;7.64;6.43;41.96;36.54;39;187.92;4.04;1.38;"91.0"
UHE IBITINGA INVERNADA RECREIO;28/08/2022;0;959.23;959.43;958.93;876.27;23.82;7.48;25.2;22.72;8.04;6.45;43.29;35.46;40.08;154.5;4.53;1.56;"92.0"
UHE IBITINGA INVERNADA RECREIO;29/08/2022;0;963.35;963.56;962.92;846.76;19.25;10.67;20.19;18.72;11.1;10.5;62;57.04;59.79;154.13;10.22;4.43;"92.0"
UHE IBITINGA INVERNADA RECREIO;30/08/2022;0;965.02;965.3;964.8;825.18;16.53;6.84;17.15;15.8;7.22;6.62;58;53.75;55.63;147;9.49;3.94;"88.0"
UHE IBITINGA INVERNADA RECREIO;31/08/2022;0;963.24;963.55;963.04;883.4;18.83;8.18;19.62;17.93;8.48;7.86;57.08;52.04;54.42;138.5;6.35;2.6;"91.0"
UHE IBITINGA INVERNADA RECREIO;01/09/2022;0;960.31;960.59;960.13;904.85;20.22;7.46;21.08;19.15;7.83;7.05;52.75;47.13;49.75;103.54;4.46;1.8;"91.0"
UHE IBITINGA INVERNADA RECREIO;02/09/2022;0;959.06;959.29;958.83;897.93;22.63;6.13;23.54;21.55;6.56;5.74;41;36.17;38.33;136.63;5.3;2.26;"91.0"
UHE IBITINGA INVERNADA RECREIO;03/09/2022;0;958.19;958.44;957.89;826.73;23.95;8.62;25.24;23;9.21;7.81;44.29;36.71;41.21;195.63;4.82;1.5;"88.0"
UHE IBITINGA INVERNADA RECREIO;04/09/2022;0;961.7;961.9;961.36;660.95;18.18;10.76;18.92;17.6;11.06;10.6;66.04;61.83;64;162;9.22;3.81;"89.0"
UHE IBITINGA INVERNADA RECREIO;05/09/2022;0;963.22;963.48;962.93;594.9;18.94;10.57;19.61;18.23;10.74;10.27;62.42;58.25;60.5;156.88;8.27;3.36;"88.0"
UHE IBITINGA INVERNADA RECREIO;06/09/2022;0;963.5;963.81;963.21;768.43;19.73;12.62;20.52;19.04;12.82;12.35;67.21;62.5;65.04;151.42;8.91;3.65;"87.0"
UHE IBITINGA INVERNADA RECREIO;07/09/2022;17.6;960.77;961.71;960.22;280.36;18.29;15.23;18.9;17.78;15.68;14.71;85.88;78.5;82.71;137.13;7.88;3;"92.0"
UHE IBITINGA INVERNADA RECREIO;08/09/2022;0;957.25;957.57;956.99;896.68;23.27;12.3;24.01;22.19;13.11;11.75;61.04;53;56.13;158.29;4.72;1.83;"96.0"
UHE IBITINGA INVERNADA RECREIO;09/09/2022;0;957.35;957.61;957.05;905.44;26.65;10.86;27.54;25.78;11.73;10.35;43.96;38.13;40.71;224.58;4.96;2.05;"96.0"
UHE IBITINGA INVERNADA RECREIO;10/09/2022;0;957.59;957.89;957.29;874.5;26.9;11.59;27.88;25.8;12.35;10.68;45.96;37.33;41.88;228.92;4.85;1.57;"95.0"
UHE IBITINGA INVERNADA RECREIO;11/09/2022;0;958.45;958.69;958.19;857.88;22.4;13.58;23.48;21.75;14.03;13.19;62.67;56.63;60.17;175.25;5.87;2.36;"94.0"
UHE IBITINGA INVERNADA RECREIO;12/09/2022;0.6;956.97;957.29;956.79;456.51;19.13;13.05;19.98;18.4;13.49;12.69;72.21;66;69.13;163.71;6.21;2.31;"93.0"
UHE IBITINGA INVERNADA RECREIO;13/09/2022;0;954.68;954.93;954.43;614.44;22.91;14.53;23.66;22.23;15.08;14;65.79;59.58;62.75;161.25;4.65;1.8;"90.0"
UHE IBITINGA INVERNADA RECREIO;14/09/2022;9.8;957.58;958.08;956.98;277.28;20.15;16.86;20.81;19.84;17.37;16.55;84.13;78.58;81.92;166.08;6.9;2.46;"97.0"
UHE IBITINGA INVERNADA RECREIO;15/09/2022;4.4;960.89;961.23;960.5;340.53;17.68;15.15;17.99;17.47;15.51;14.94;87.21;83.71;85.46;171.17;4.16;1.31;"108.0"
UHE IBITINGA INVERNADA RECREIO;16/09/2022;0;960.98;961.27;960.66;943.21;19.04;13.08;19.69;18.45;13.52;12.78;72.96;68.46;70.38;159.71;7.97;3.26;"107.0"
UHE IBITINGA INVERNADA RECREIO;17/09/2022;0;961.05;961.33;960.85;1113.48;18.23;8.46;18.96;17.49;9.01;8.04;61.29;55.67;58.17;148.46;8.53;3.66;"103.0"
UHE IBITINGA INVERNADA RECREIO;18/09/2022;0;958.6;958.93;958.41;1084.24;19.26;8.55;20.11;18.31;8.97;8.06;56.83;51.21;54;154.54;6.51;2.54;"101.0"
UHE IBITINGA INVERNADA RECREIO;19/09/2022;0;955.55;955.93;955.33;1032.34;22.28;11.71;23.2;21.18;12.23;11.19;60.25;53.79;57.08;193.38;5.65;2.14;"99.0"
